"","orig.ident","nCount_RNA","nFeature_RNA","percent_mt","percent_ERCC","S.Score","G2M.Score","Phase","old.ident"
"QYJKJC","XRA",451100,1171,12.0410108623365,0,-0.043516672177085,-0.071899565155183,"G1","XRA"
"MMDVXC","XRA",700133,2481,8.92359023214161,0,-0.0688099821996493,0.00847716070532376,"G2M","XRA"
"OKMUNA","XRA",221184,2306,8.82342303240741,0.00768590856481481,-0.0640290246463266,-0.00129108118449842,"G1","XRA"
"SSEQCS","XRA",1744186,2132,4.89133613043563,0.04282800114208,0.0754740639400549,-0.0210130571448575,"S","XRA"
"AOKWNE","XRA",719506,1093,8.61424366162339,0,-0.0399759449946621,-0.0520712197574464,"G1","XRA"
"ECQEFX","XRA",549105,358,0,0,-0.018028261950777,-0.0228787797244807,"G1","XRA"
"NIQDYG","XRA",1394721,2786,5.86432698726125,0,-0.0470921299178729,0.0350313281071334,"G2M","XRA"
"PETYDA","XRA",569171,2133,13.5980223869452,0,-0.00892544437770205,-0.0681853340028431,"G1","XRA"
"DRSNQJ","XRA",1378641,2340,5.07681114953059,0.0378633741488901,0.0930924139037196,-0.0545221921905861,"S","XRA"
"VXQSLV","XRA",722626,2190,8.31591999180766,0,-0.0412175152121019,0.0448002842189236,"G2M","XRA"
"YLOFGB","XRA",825835,2361,6.66719138811022,0,0.0333997804495269,-0.0591862632930482,"S","XRA"
"XPDXVE","XRA",778745,2821,8.66150023435142,0.0300483470198846,-0.0585236879279414,-0.0501732901288007,"G1","XRA"
"BHWYPA","XRA",517468,1504,8.59357486839766,0,-0.067609883707922,-0.0534933619145968,"G1","XRA"
"SJOXBV","XRA",695589,1766,11.0322331146697,0.00115010444385981,0.0363123150984606,0.0480582064364095,"G2M","XRA"
"ZYRXWC","XRA",634317,1293,12.3175005557158,0,-0.0556299945962289,0.0429464273619622,"G2M","XRA"
"UQJBTV","XRA",326561,1500,10.4782873643822,0.00275599352035301,-0.0102578136478678,0.0330862477071662,"G2M","XRA"
"JLVWHZ","XRA",272010,879,0,0,0.0464530883804714,-0.00615031515942308,"S","XRA"
"OXCUMZ","XRA",921441,1831,14.4855720550746,0,-0.0104027131924514,-0.0460154993320362,"G1","XRA"
"TJNLTU","XRA",820567,1640,12.6724569718256,0.0432627683053303,-0.0192193699340654,-0.0720684683998725,"G1","XRA"
"HCAYYP","XRA",1589000,2250,12.3765890497168,0.000188797986154814,0.000885843618095419,0.0507867163041767,"G2M","XRA"
"EYHONO","XRA",727739,2301,12.6445057912246,0.00206117852691693,-0.00332261991327286,-0.0407228874245138,"G1","XRA"
"XYIUXO","XRA",285937,1068,4.74545092100707,0,-0.041048115532563,-0.0257574671528997,"G1","XRA"
"FAAIGF","XRA",1135143,2696,8.94759514880504,0,0.00775367097958227,-0.0800616672759657,"S","XRA"
"MBZZJP","XRA",422097,1680,6.5030076025179,0.0364845047465393,-0.0852051323599951,-0.0464611867892899,"G1","XRA"
"ONTLGU","XRA",660499,1354,14.5113013040141,0.0264951195989699,-0.0578247690363179,0.0157916372344871,"G2M","XRA"
"WCCEZX","XRA",545836,1877,9.56001436328861,0,-0.0723010852546156,0.0301299491041051,"G2M","XRA"
"FBXTTB","XRA",740865,2185,8.00375237053984,0.0543958750919533,0.0179389488220278,-0.0553414989622324,"S","XRA"
"BUSOEU","XRA",734366,1541,8.33589790377006,0.0192002353050114,-0.0202504973716827,0.0131402010151035,"G2M","XRA"
"RHDNGD","XRA",322366,2445,9.05926803695179,0.0474615809359548,-0.0590845739890767,-0.0196247927652658,"G1","XRA"
"RGJWYW","XRA",816428,1148,6.99706526478759,0,-0.0517022563876442,-0.0250434031326454,"G1","XRA"
"OLMGAX","XRA",1057869,2829,8.28713196057357,0.0307221404540638,-0.0441676007897355,-0.0168734134971152,"G1","XRA"
"HLOTCL","XRA",150528,683,12.4694409013605,0,-0.0345768083221821,-0.0518904747296886,"G1","XRA"
"MRHWVU","XRA",876981,2472,11.6585193977977,0,-0.0249589767102633,-0.073732671235309,"G1","XRA"
"ZTFJER","XRA",600746,1744,9.49569368751519,0,-0.0830095281401181,-0.0836630278574026,"G1","XRA"
"UHPHXK","XRA",330733,1632,7.96715175080805,0,-0.0680802074039133,-0.00027681231419624,"G1","XRA"
"SWWNLE","XRA",663668,2734,5.37271647872129,0.00647914318605086,0.00376128661756508,-0.0106008085915518,"S","XRA"
"HTOUVA","XRA",999322,2205,5.2191385759545,0.0332225248718631,-0.0171365016864473,-0.0256921126066543,"G1","XRA"
"ZJGLHC","XRA",372327,1972,9.23381865940423,0,0.0208671499531156,-0.00839482304567377,"S","XRA"
"ODWTZW","XRA",822842,2489,7.88438120562635,0.00218754025681723,-0.00830804312178382,-0.0496085742117326,"G1","XRA"
"NUSSRH","XRA",379538,1005,10.7098630440167,0,0.00690946438210384,-0.0156634046638733,"S","XRA"
"TJDWLW","XRA",588251,1637,10.2485163646131,0,-0.0387595926765432,-0.0366663347325899,"G1","XRA"
"ANDUHJ","XRA",799947,2035,8.25554692998411,0,-0.0757141398853778,-0.00998431577254316,"G1","XRA"
"PJPRBJ","XRA",1142046,2639,5.88400116983029,0,0.0521527574722466,0.0188213730739879,"S","XRA"
"HJRXHC","XRA",970050,2802,8.07051182928715,0,-0.0165731723701769,-0.00508051913707981,"G1","XRA"
"JBIDZN","XRA",768903,2330,5.42005948734756,0.0409674562331009,0.0449460296044384,-0.0533431482638158,"S","XRA"
"ATZMLE","XRA",518318,1510,10.3839727734711,0,0.0410297637003279,-0.0346833977538042,"S","XRA"
"GRCNQS","XRA",841064,1944,10.1316903350993,0,-0.000594300987342908,-0.0155414268366759,"G1","XRA"
"YHQUVR","XRA",697068,1390,8.98592389838581,0.0047341148926647,0.0496721441626449,-0.0111944158526806,"S","XRA"
"VVZEJU","XRA",1245680,2042,7.43874831417379,0,-0.00603668691518702,-0.0261835721567681,"G1","XRA"
"DAIZIQ","XRA",204287,2178,5.38017592896268,0.0279019222955939,-0.0652535800075662,-0.0651241040879704,"G1","XRA"
"ETFBXT","XRA",619319,1375,0,0,-0.0637830166156114,-0.0522880708775725,"G1","XRA"
"LFKFLV","XRA",582631,2633,12.5587206997225,0.01287264151753,0.0139764105919027,0.00141316927782278,"S","XRA"
"EPQUWX","XRA",942806,2259,10.8038132977516,0,0.000704977774739629,-0.030754796845556,"S","XRA"
"GYPOKF","XRA",887998,2380,4.66926727312449,0,-0.0239601816422545,-0.0344787919729192,"G1","XRA"
"TSUZXO","XRA",877599,2415,9.12911249898872,0,-0.0253612460035708,-0.0573581954807151,"G1","XRA"
"QXLAIR","XRA",746169,2021,9.56030068255315,0.000804107380499592,-0.081975903129099,-0.0172142123800277,"G1","XRA"
"BOLROL","XRA",752617,2059,8.17387861289341,0,-0.0663565402467076,-0.0390385925940712,"G1","XRA"
"MPIUMD","XRA",232398,791,4.63644265441183,0,0.0280388868515404,-0.0435019630155306,"S","XRA"
"CBUYPY","XRA",1047982,1551,7.37369534972929,0,-0.067444250577496,-0.0284027577959093,"G1","XRA"
"NCRMGR","XRA",133418,572,11.3845208292734,0,-0.0440702050211214,-0.0430388123395285,"G1","XRA"
"NCNMGV","XRA",606725,2185,6.77522765668136,0,0.00648660697899986,-0.0127371445418031,"S","XRA"
"TOYXKL","XRA",1302083,2694,7.35820988370173,0.0115200029491208,-0.0433691252430547,-0.00272617103110735,"G1","XRA"
"RJFDHP","XRA",466716,1669,8.01986647125875,0.0284969874613255,0.00407493056295591,-0.00307369828420216,"S","XRA"
"DVUKAD","XRA",1204572,2792,0.00348671561351252,0.0158562543376403,0.0196269765746812,-0.0372959855250954,"S","XRA"
"CDNMGJ","XRA",470419,1870,8.99963649427425,0,0.0031097600220161,-0.00836101688074829,"S","XRA"
"BZQGCP","XRA",778496,1863,5.72719705688918,0,-0.0600722563182955,0.0503583700730052,"G2M","XRA"
"NGBPLM","XRA",444575,1809,14.0831130855311,0,-0.00330421073896199,0.0620372210756246,"G2M","XRA"
"XVKPCA","XRA",487293,1850,11.104817840601,0.000205215342719883,0.0808978780898589,-0.00331917408780241,"S","XRA"
"NISUPV","XRA",1398654,2376,0,0.00436133597015416,0.00423715841420465,-0.01915982891462,"S","XRA"
"OTDRUY","XRA",323130,1486,6.12942159502367,0.0878903227803051,0.044744973992591,-0.0565038632959051,"S","XRA"
"ZKCNHN","XRA",634867,1918,12.2279154531579,0.0352829805297803,0.0162766057073263,-0.0858531497350966,"S","XRA"
"FXWYPB","XRA",298535,2406,4.12547942452309,0,-0.0743406243792409,-0.02655301267786,"G1","XRA"
"FCMUCE","XRA",884904,1917,4.69678066773345,0,0.0306132104495725,-0.0209796102085285,"S","XRA"
"OAJYQO","XRA",1073983,2351,4.71581021301082,0.00102422477823206,0.10426737244196,-0.0220876232180157,"S","XRA"
"VVNEXY","XRA",630123,2476,10.3967003267616,0.0114263405716027,0.0418412647767268,-0.0448301735140263,"S","XRA"
"YRTKGQ","XRA",799631,2545,5.74102304688037,0,0.0247196577561727,0.0170306544905168,"S","XRA"
"ZYARCU","XRA",468353,2579,12.2915834851063,0,-0.00387252166484477,-0.00106386662531852,"G1","XRA"
"MLYSML","XRA",833393,2575,8.66565953877702,0,0.0345248646992551,-0.0139104750662386,"S","XRA"
"VWTDLF","XRA",230950,1512,11.0638666378004,0,0.0676902042352261,-0.0444632095400323,"S","XRA"
"ODEAWH","XRA",59296,366,0,0,-0.0254044015423658,-0.0181224679194733,"G1","XRA"
"RPTQJM","XRA",348629,1703,13.9110630498323,0,-0.0686884167882582,-0.0564520907320095,"G1","XRA"
"NJAFKD","XRA",649368,1832,10.5163790023531,0.00261793004890909,0.10178842457358,-0.0136699357418571,"S","XRA"
"SWOEOX","XRA",104132,849,14.4835401221527,0,-0.0352666007751425,-0.00408962896686871,"G1","XRA"
"LVCDOY","XRA",215073,1673,12.8705137325466,0.0688138446016004,0.027892559321176,-0.058169743923909,"S","XRA"
"QXADEF","XRA",533836,1978,11.9793344772552,0,-0.0374774709899078,-0.0204641542187607,"G1","XRA"
"VNGGTN","XRA",724128,1822,10.1638108179769,0.00138097131998763,-0.00125199220844965,-0.0783730714471985,"G1","XRA"
"YDDRLR","XRA",462913,2195,14.8911350512947,0.0460129657192604,-0.0685284637357915,-0.0450857858559441,"G1","XRA"
"KLNPBE","XRA",1213466,1544,12.8868052339332,0,0.000975577540547862,-0.0680187389609924,"S","XRA"
"MQGZMS","XRA",747617,1792,13.6099098870143,0,-0.00759591340426602,-0.0766037757290659,"G1","XRA"
"XUMAYE","XRA",1120376,1761,9.69254964404807,0,0.0931488416586543,0.00746145231703309,"S","XRA"
"QPOIRZ","XRA",761368,2117,11.0640321106219,0,-0.0266508680453535,0.00789796571553396,"G2M","XRA"
"KFPGXN","XRA",1083523,2968,7.7749157147564,0.000369166136759441,-0.0503726128656307,-0.0186512041860237,"G1","XRA"
"TIIUXD","XRA",371458,2480,10.5750852047876,0.00403814159339683,-0.0520716879820889,-0.0650155207624666,"G1","XRA"
"AGHJYZ","XRA",696013,1975,8.79466331807021,0,-0.0166278860811651,0.0319693211240356,"G2M","XRA"
"WVIMXQ","XRA",656386,2063,7.461615573763,0,0.00460572488295648,-0.00467020122148537,"S","XRA"
"BNPMKP","XRA",546924,2445,6.07543278407969,0.0120674901814512,-0.00294048522844087,0.0183898819453875,"G2M","XRA"
"FYEJPJ","XRA",107215,391,2.83542414774052,0,-0.0327146210364588,-0.0256264251976666,"G1","XRA"
"RWFUMM","XRA",931716,2699,5.41302285245719,0.0293007740556135,-0.02400617366766,-0.00062692970014272,"G1","XRA"
"QFEVDH","XRA",699021,2441,10.1008410333881,0.0267516998774,-0.0429134112021929,-0.0395681829287463,"G1","XRA"
"BGWPYU","XRA",768246,1699,4.0440171507564,0,-0.0306046356146099,0.00188428663262229,"G2M","XRA"
"MRECDX","XRA",116176,565,11.3999449111693,0,-0.0322726328734256,-0.0491571075385763,"G1","XRA"
"PMYODQ","XRA",76242,374,13.7260302720285,0,-0.0297690633015729,-0.026290974483752,"G1","XRA"
"OIQKZE","XRA",1307509,1926,5.82726390411079,0.0646267062024047,0.131200107610968,0.0389825897560204,"S","XRA"
"KNYRPY","XRA",987321,2793,6.34960666287864,0,0.0561319591630268,-0.0537730652038558,"S","XRA"
"TGUUUG","XRA",460035,1473,4.50378775527949,0,0.0132558857137285,0.10215939271692,"G2M","XRA"
"UEDZAF","XRA",478469,2330,3.71121222064543,0,-0.00741657253474638,-0.0349938847610768,"G1","XRA"
"RMALCK","XRA",185907,720,8.27402948786221,0,-0.0347654551300461,0.0718816127600157,"G2M","XRA"
"AQCBPV","XRA",432330,1179,11.9128906159647,0,-0.0499222990870877,0.0270267119079634,"G2M","XRA"
"UYIUYP","XRA",439065,1099,8.55499755161537,0,0.0423334356677211,-0.0727091058712534,"S","XRA"
"PBHKJC","XRA",1519794,2877,5.48686203524951,0,0.0797781525492617,0.0135517884602544,"S","XRA"
"CAXMPB","XRA",302682,1552,5.56855049193543,0,-0.0424624548064617,-0.0150330997073649,"G1","XRA"
"ACDPYR","XRA",499629,1564,5.34396522219487,0,-0.0170686837329945,-0.0870572406170485,"G1","XRA"
"QFMHMT","XRA",337167,1576,5.24309911705475,0,-0.0316889726494997,-0.0146700926048134,"G1","XRA"
"PVSKKI","XRA",655843,1734,6.86216060856028,0,0.0981405896685838,-0.0747962629875964,"S","XRA"
"HXPDWZ","XRA",519704,607,9.7255360743808,0,0.0602285443916282,-0.0167337483156287,"S","XRA"
"PFKPFJ","XRA",1015638,1847,4.74135469527528,9.84602781699779e-05,0.0118337387091845,-0.059895814982357,"S","XRA"
"CBMTSY","XRA",790895,1830,3.74689434122102,0,-0.0246133703277056,-0.0622665451961193,"G1","XRA"
"JUSGJM","XRA",2738274,2801,10.3070766475524,0.0134026032456942,0.0610161171189567,-0.0552064108089905,"S","XRA"
"KSSXEM","XRA",609352,755,13.9971642006591,0,-0.0267263755958701,-0.0449322669410804,"G1","XRA"
"NSMKYY","XRA",131797,414,7.6466080411542,0,-0.0214109334289585,0.0513141504335432,"G2M","XRA"
"NRPBIP","XRA",1144884,1721,4.81647048958672,0,0.0544267491943041,-0.00901149875870574,"S","XRA"
"KDIFGQ","XRA",110678,400,13.1724461952692,0,-0.0226987965677789,-0.0345947961729837,"G1","XRA"
"XKRQZF","XRA",818672,1265,0.80862665389802,0.00586315398596752,-0.0640031736355875,0.0366710720728798,"G2M","XRA"
"WTEFDP","XRA",442749,1955,7.87579418587055,0,0.0350591664791143,0.00697217220483297,"S","XRA"
"NGMUKH","XRA",681582,989,9.87452720288975,0,-0.0426031561391656,0.00355829452651261,"G2M","XRA"
"VEVYZG","XRA",890027,2855,6.05689490318833,0.0205611739868566,-0.0589827629589129,-0.0144729755403667,"G1","XRA"
"QECIUC","XRA",541551,1438,13.652084475885,0.052072657976811,0.0103346603157823,-0.076546137129073,"S","XRA"
"HCMVMF","XRA",704406,2022,3.82492483028254,0.0300962797023308,0.0360034629121162,0.00361913491735442,"S","XRA"
"MGFUQU","XRA",564606,1576,4.52722783675696,0,-0.0801454735723633,-0.00896237536759495,"G1","XRA"
"HPQEMR","XRA",121589,618,5.70446339718231,0,-0.000110533276064237,-0.0398199740275298,"G1","XRA"
"TBMHGL","XRA",885356,2078,5.19113215474905,0.0684470427714953,-0.0303967730356166,0.00175980677894323,"G2M","XRA"
"IYITBL","XRA",713168,1789,9.31561707760303,0,-0.0642878823141216,-0.0638006454254989,"G1","XRA"
"QENLWN","XRA",327304,626,6.26604013394276,0,-0.0260849379469907,-0.0450893070307079,"G1","XRA"
"DHBHHO","XRA",997618,1880,6.41367737951801,0,-0.0213765720858883,-0.0639866894418232,"G1","XRA"
"EEERCW","XRA",842872,791,4.83169449216488,0,0.0365854030640306,-0.0145660014391895,"S","XRA"
"SFEZPJ","XRA",1016060,2301,13.7495817176151,0.000492096923410035,0.0409684405148483,0.0493504782541741,"G2M","XRA"
"VYWSDZ","XRA",92426,318,0.0540973319195897,0,-0.0219609426498105,0.0518004441634286,"G2M","XRA"
"UEKFAG","XRA",346532,1401,2.42286426650353,0,0.112060359970734,0.0052613503138858,"S","XRA"
"LKXUTT","XRA",610702,1821,5.82608211533612,0,-0.0211623110094725,-0.019070960239786,"G1","XRA"
"ACKQTJ","XRA",142121,505,4.10847095080952,0,-0.042470538686844,-0.0492094792981684,"G1","XRA"
"YUYCOU","XRA",843920,1841,9.33441558441558,0.000118494644042089,0.0243298750203316,-0.0192453575529608,"S","XRA"
"UZHQXF","XRA",285534,2250,9.43320235068328,0.0266167951977698,-0.0796109247334405,0.0391214815054597,"G2M","XRA"
"XVCPVY","XRA",590561,1389,12.7890260277939,0,0.060233032161779,-0.0130514951540824,"S","XRA"
"LVQREE","XRA",280964,642,4.09340698452471,0,-0.0473480141523853,0.0330678186553903,"G2M","XRA"
"PZNSLI","XRA",287153,2134,4.33079229539653,0.0421378150324043,0.0130398939900078,0.0533012839684815,"G2M","XRA"
"VIWLCH","XRA",826441,2380,7.13844061463553,0.00532403402057739,-0.0164817869681616,-0.0587893726747131,"G1","XRA"
"XRAHPA","XRA",834381,954,6.07564170325067,0,0.0538862544337866,0.000666961003137186,"S","XRA"
"UAXGGA","XRA",559860,2000,2.29092987532597,0.00321508948665738,-0.0807497604888802,-0.0407489489778709,"G1","XRA"
"CMSZOY","XRA",59881,372,8.67887977822682,0,-0.0260040479061777,0.125716123531548,"G2M","XRA"
"ATXJEX","XRA",176213,507,5.13923490321372,0,0.0506406838861252,-0.050602495674942,"S","XRA"
"AMTZDF","XRA",766113,2511,5.09872564491139,0.0207541185177644,0.0504934377523588,-0.00750291455780067,"S","XRA"
"KSIFBT","XRA",675214,1275,10.1096837447091,0,-0.02046292604138,-0.064303571658445,"G1","XRA"
"PWNCGS","XRA",1210176,1683,7.8172100587022,0,-0.0539914615079795,-0.0160078262983273,"G1","XRA"
"HYWTLO","XRA",1003247,1073,7.44542470597968,0,-0.0459047346860876,0.0127678172498595,"G2M","XRA"
"PSDLUU","XRA",1305366,2942,9.38411142928497,0.0667245814583803,-0.0146319224026449,0.0258324673668698,"G2M","XRA"
"VLFSVR","XRA",592545,745,10.5948071454489,0,-0.0488222920045916,-0.0460196969696825,"G1","XRA"
"GGTYXC","XRA",152967,394,10.2342335274929,0,-0.0273158660321264,-0.0205830788015718,"G1","XRA"
"FLRAIU","XRA",1110288,1512,7.88561166111856,0,0.00120738614033596,-0.0173982798135856,"S","XRA"
"UTQCOF","XRA",599480,1497,6.72783078668179,0,0.0444819039767152,-0.0468887207232235,"S","XRA"
"NWXQLV","XRA",1902088,2385,6.68097375095159,0,0.00331351501644668,-0.0373438090986119,"S","XRA"
"LGXEXS","XRA",1006328,1967,7.69003744306031,0,0.0574508553579734,-0.00880194069490249,"S","XRA"
"SXASPW","XRA",1056068,1968,4.7544286920918,0.0712075358783715,-0.0315681585561813,-0.0188149014864496,"G1","XRA"
"JBIJEH","XRA",490899,2015,7.71054738347399,0.0596864120725445,-0.069674798925237,0.0569028810409519,"G2M","XRA"
"DMRLSD","XRA",239501,1739,3.79246850743838,0,-0.000298018181682666,-0.0157065870416355,"G1","XRA"
"XQERHH","XRA",1362160,2452,7.79100839842603,0.015416691137605,0.0244118709005936,0.0102281310090191,"S","XRA"
"WVVRYT","XRA",133446,508,10.5278539634009,0,-0.0308432599966389,-0.03743139834715,"G1","XRA"
"NYUJAI","XRA",587109,2164,5.24570394935182,0,-0.0509708350211897,0.0270601835769012,"G2M","XRA"
"MQXFCK","XRA",380560,1475,6.2342337607736,0,-0.0648417957627769,-0.0596904449308685,"G1","XRA"
"XZVFBB","XRA",905228,2455,7.70435735527403,0.0267335963978136,0.0272401664776049,0.0312747446019368,"G2M","XRA"
"XOULFM","XRA",910232,2742,5.81104597509206,0,-0.0806125492298728,-0.0918796483465552,"G1","XRA"
"WAHYAE","XRA",104071,487,8.04354719374273,0,-0.0222948161607836,-0.034334286012207,"G1","XRA"
"VHPDRA","XRA",482524,1447,10.8145916058061,0.00103621788760766,-0.0543298815611245,-0.0765535454595293,"G1","XRA"
"XBCTNS","XRA",410748,1219,8.53759482699855,0.0418748234927498,0.047618218241517,-0.0249303121124101,"S","XRA"
"AMHBJL","XRA",157170,543,0.280587898453903,0,0.0740106300214307,-0.025132626219567,"S","XRA"
"JLSOLF","XRA",1035904,1262,12.613524033115,0,-0.0547044278433002,-0.0688008531085908,"G1","XRA"
"LCEHID","XRA",1098587,2430,4.01342815817045,0,0.0337510919273349,-0.0246892249691169,"S","XRA"
"LSBHBC","XRA",286129,501,13.5749958934606,0.0069898542265901,-0.0378537233844268,-0.0231118495904048,"G1","XRA"
"XJITEK","XRA",804176,1990,7.08887109289509,0,-0.0360778119493093,-0.0936615158806017,"G1","XRA"
"DDDFWY","XRA",797219,2644,3.60879507387556,0,-0.0128599403550662,-0.0331010753603786,"G1","XRA"
"MMEGMH","XRA",1181234,2881,4.15472294227901,0.00160848739538483,-0.0215890337219466,-0.0397034051749819,"G1","XRA"
"SDIZAC","XRA",1711582,1648,7.4384399929422,0,0.0808111234895642,-0.0635803390310213,"S","XRA"
"HLNPWD","XRA",359606,1620,3.34838684560324,0.00278082123212627,-0.0483822198552159,-0.0498500895668246,"G1","XRA"
"DGLZTF","XRA",588142,2694,3.33133835026235,0.00391062022436758,-0.0377217103318,-0.0740510721477098,"G1","XRA"
"DENSVH","XRA",943121,1263,8.49763710064774,0,-0.0237660542190488,-0.032583180672974,"G1","XRA"
"LXBSMN","XRA",267427,2349,7.75763105445598,0.00373933821192325,-0.0824597703853058,-0.0470234744657468,"G1","XRA"
"FSGWEJ","XRA",743980,1426,10.9067448049679,0,0.046978102648911,-0.00256802795748602,"S","XRA"
"UHBONO","XRA",548732,2126,3.51683517637025,0,-0.0674909292841344,0.0267069086000181,"G2M","XRA"
"LZKVUR","XRA",996310,1786,4.43867872449338,0,0.0960837157937096,-0.029085929345112,"S","XRA"
"QYDGCP","XRA",981166,2527,7.07219777285393,0,0.059650030176707,-0.00990624018203352,"S","XRA"
"IUTQOC","XRA",497624,1453,7.80830506567207,0,0.0180074863874546,0.0518910506743247,"G2M","XRA"
"ANPMND","XRA",189298,680,12.6710266352524,0.0438462107365107,0.041687403133491,0.00869625069400028,"S","XRA"
"SIJZGO","XRA",304410,1098,4.92165171972011,0,0.0285638163983109,0.0514994561747343,"G2M","XRA"
"ZQZHXD","XRA",196572,412,12.2016360417557,0,0.0365663254631953,0.032789865806807,"S","XRA"
"VKIEVT","XRA",473533,2174,7.8345120614614,0,0.0319118868730667,-0.00425033204785721,"S","XRA"
"JUQLNA","XRA",864973,1422,6.21279508146497,0,-0.0627562088086408,-0.011033943666547,"G1","XRA"
"JIWZPD","XRA",465310,1939,7.48576218005201,0,-0.0155782923877416,0.0370511063081331,"G2M","XRA"
"RVISVK","XRA",51533,363,12.7083616323521,0,0.069498568805493,0.0371209693181038,"S","XRA"
"MMRUKL","XRA",380850,600,14.9715110936064,0,-0.0285638570463778,-0.0384649054112566,"G1","XRA"
"IZCJCY","XRA",465366,1549,9.25572560092486,0,0.0261444958838336,-0.0532378399499344,"S","XRA"
"ZMGQHH","XRA",1094885,1052,4.46083378619672,0,0.00562951000648645,-0.0228553324136011,"S","XRA"
"VMLSKJ","XRA",435176,1801,7.19869661929886,0.014476901299704,-0.0388865215671257,0.00283070489364011,"G2M","XRA"
"QFTIAZ","XRA",425201,1827,8.20811804299614,0,0.0156416793627772,-0.0181906027824071,"S","XRA"
"DVJSBF","XRA",304477,1307,4.47849919698368,0,0.00301298639308169,-0.0242946339895288,"S","XRA"
"UYMMGU","XRA",440549,1392,4.59245169095833,0,-0.0816092673451938,-0.0619181135955483,"G1","XRA"
"RJDZQN","XRA",387075,1613,6.23910094942841,0,-0.0726317462027383,0.0204504936164962,"G2M","XRA"
"TWSQGV","XRA",224530,1068,13.4561083151472,0,-0.0262491172276832,-0.0799056602548033,"G1","XRA"
"XZVFYC","XRA",1049541,2081,4.27034294039013,0,-0.0210144196713533,-0.0200090229593323,"G1","XRA"
"VPMXPE","XRA",589397,1606,5.59639767423316,0,-0.0894271984407925,-0.0573423460299488,"G1","XRA"
"DZVIBE","XRA",788004,2098,7.42724656220019,0.0686544738351582,-0.0828551945051793,-0.024276145920532,"G1","XRA"
"TPMLBP","XRA",956187,2540,5.56920351353867,0,-0.00414176910241175,-0.0250306678448736,"G1","XRA"
"AHAUUQ","XRA",571766,2204,8.14021820115222,0.0386521758901369,0.0202852135999454,0.0344056336292308,"G2M","XRA"
"RYHXIP","XRA",595745,1823,5.98595036466945,0.000839285264668608,0.0299599312509486,-0.0452460740788,"S","XRA"
"SSYXSL","XRA",269506,955,6.45811224982004,0,-0.0476159485726991,-0.0159997037698028,"G1","XRA"
"MJPWOZ","XRA",849416,809,6.26701168803036,0,0.0161035997308615,-0.0384352555808755,"S","XRA"
"NAGTJF","XRA",575357,1930,3.52928703396326,0,-0.0214141907925073,0.0549185677232893,"G2M","XRA"
"GDPLLG","XRA",32907,503,7.51207949676361,0,-0.045719466937769,-0.0456383965827912,"G1","XRA"
"HUFRWY","XRA",396023,664,3.62377942695247,0,-0.052763230974857,-0.0528642264818376,"G1","XRA"
"YJXZQN","XRA",465045,689,11.5597415303895,0,0.0310787144924554,-0.00395219173047796,"S","XRA"
"HCEPSB","XRA",402077,800,7.26005217906023,0,-0.0427313714346583,-0.0490411074642665,"G1","XRA"
"DVHUET","XRA",279892,1611,3.8018235605162,0,-0.00692377026224472,0.0582845552542258,"G2M","XRA"
"ETAJML","XRA",589978,2089,7.0248382143063,0,0.0218914090143211,-0.00852488712896243,"S","XRA"
"KESDUU","XRA",813809,1138,7.46661685972999,0.00208894224566207,-0.044982260073462,-0.0640199512054553,"G1","XRA"
"CHJSYC","XRA",531012,1970,6.11568100155929,0,-0.0266152568716582,-0.000953397396060901,"G1","XRA"
"WIVLER","XRA",164059,614,13.2367014305829,0,0.0462505162836393,-0.057477044255389,"S","XRA"
"MQUZJO","XRA",630859,1842,10.0023935617943,0,0.0468118726210635,-0.00652964762289826,"S","XRA"
"CDPGMW","XRA",690255,1575,5.68442097485712,0.0633099361830048,-0.0308687262063462,-0.0196896170724136,"G1","XRA"
"EWEYES","XRA",615466,1166,7.12825728797367,0.0440316768107418,0.0110229058304561,-0.0371197042354909,"S","XRA"
"MGPPVT","XRA",826451,2335,4.43789165963862,0,-0.0611895856334302,-0.0464532786793093,"G1","XRA"
"PCFCDI","XRA",440307,1158,3.37128412675701,0,-0.0254070742900298,-0.0587656294348283,"G1","XRA"
"DNDMIH","XRA",130702,612,9.73435754617374,0,0.00811272972752607,-0.0462271170873121,"S","XRA"
"UKIVDT","XRA",1205961,1339,8.95949371497088,0,0.0361789074614462,-0.0275526078267853,"S","XRA"
"KTMELA","XRA",604779,829,7.61699728330514,0,-0.0301214248527626,-0.0493211309156757,"G1","XRA"
"SUBLJP","XRA",207599,1790,3.86996083796165,0,-0.0852158979535184,-0.0560751693530742,"G1","XRA"
"IXLTUU","XRA",429532,1899,6.00164830559772,0.0132702569307991,0.0214295935543484,-0.0384966038553657,"S","XRA"
"FJOFPF","XRA",66880,1014,8.58403110047847,0,-0.00577129530951773,0.034636603112974,"G2M","XRA"
"UJBPYE","XRA",292590,1418,4.68573772172665,0.0731398885812912,-0.0350854058483123,-0.0392226120732017,"G1","XRA"
"RFQGII","XRA",263064,2480,2.52676154852051,0.052458717270322,0.00859522483152335,0.00425074100837214,"S","XRA"
"VCUGTU","XRA",400757,2209,5.78679848386928,0,-0.0867590923443859,-0.0197518308580401,"G1","XRA"
"PCQCUM","XRA",702644,2246,3.30508764039827,0,0.0175961243196569,-0.0668488078288399,"S","XRA"
"LSQGIS","XRA",110896,347,5.03174145145001,0,0.0934244279583334,-0.0305451270377683,"S","XRA"
