"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AC011495.11",6.71422593571769e-16,0.633149252752117,0.575,0.409,2.86966016492574e-11,"4","AC011495.1"
"HIPK2",7.08168528803447e-16,1.60640244009512,0.256,0.118,3.02671229210593e-11,"4","HIPK2"
"ZFAND51",7.08348527174382e-16,1.22090602575639,0.702,0.594,3.02748160514331e-11,"4","ZFAND5"
"MTATP8P2",7.53388339470323e-16,0.922670402452697,0.514,0.324,3.21998176289616e-11,"4","MTATP8P2"
"AL136454.11",7.64411019210933e-16,1.01003567317763,0.77,0.62,3.26709269610753e-11,"4","AL136454.1"
"RPL10P91",8.1727719001066e-16,0.807548676347439,0.89,0.841,3.49304271010556e-11,"4","RPL10P9"
"RPS13P21",8.4619339582024e-16,0.817963871282504,0.73,0.591,3.6166305737357e-11,"4","RPS13P2"
"AC090114.1",8.48617871850739e-16,1.03574072599281,0.554,0.385,3.62699278429006e-11,"4","AC090114.1"
"CMSS1",9.30544835841691e-16,1.40095118605913,0.261,0.121,3.97714862838739e-11,"4","CMSS1"
"RRP15",1.05408968599034e-15,1.64190018210745,0.263,0.126,4.50517931792272e-11,"4","RRP15"
"NCL1",1.07628347170283e-15,1.21381544532741,0.643,0.553,4.60003555805791e-11,"4","NCL"
"HADHB",1.22054190053526e-15,1.48464029160327,0.404,0.254,5.21659608288771e-11,"4","HADHB"
"HDAC2",1.23056169896349e-15,1.98351963331005,0.291,0.151,5.25942070136997e-11,"4","HDAC2"
"NIFK",1.26197626395822e-15,1.83160722766285,0.293,0.155,5.39368655215745e-11,"4","NIFK"
"AL355032.1",1.31170880509793e-15,1.49830472488475,0.526,0.362,5.60624343298854e-11,"4","AL355032.1"
"RPL21P71",1.38467517601441e-15,1.37898360390328,0.448,0.269,5.91810170228559e-11,"4","RPL21P7"
"AL592114.11",1.43519223166009e-15,0.545003430871804,0.58,0.402,6.13401159811524e-11,"4","AL592114.1"
"AC010422.31",1.53404027603005e-15,0.789901139669961,0.444,0.269,6.55648813975244e-11,"4","AC010422.3"
"AL450405.11",1.58738437961897e-15,0.934348959934037,0.775,0.659,6.78448083849149e-11,"4","AL450405.1"
"RPL35P1",1.72492024926925e-15,1.21266349028492,0.427,0.253,7.3723091453768e-11,"4","RPL35P1"
"AC090602.11",1.74440652197988e-15,0.935543735705937,0.732,0.593,7.455593474942e-11,"4","AC090602.1"
"RPL19P21",1.78762455907015e-15,1.45163561049021,0.31,0.157,7.64030736546581e-11,"4","RPL19P21"
"AL669983.1",1.85569719246071e-15,1.12037233958975,0.369,0.205,7.93124980057705e-11,"4","AL669983.1"
"EIF4A1",2.14650413330069e-15,0.814345358577636,0.606,0.43,9.17415866572714e-11,"4","EIF4A1"
"CD91",3.34947094830851e-15,0.970530616502426,0.408,0.246,1.43156388330706e-10,"4","CD9"
"RPS101",3.35461666824124e-15,0.680975317854055,0.796,0.697,1.43376316400631e-10,"4","RPS10"
"HNRNPKP4",3.75001614276578e-15,1.48348516206018,0.312,0.166,1.60275689941809e-10,"4","HNRNPKP4"
"AC112491.11",4.69450097023696e-15,0.722586540224129,0.746,0.594,2.00642971467928e-10,"4","AC112491.1"
"AC092865.11",5.51195282838311e-15,1.06348637032086,0.354,0.196,2.35580863885094e-10,"4","AC092865.1"
"ZBTB201",6.97591723010862e-15,1.06700815232812,0.617,0.443,2.98150702414842e-10,"4","ZBTB20"
"AL009174.1",7.01899203745107e-15,1.2360303512779,0.453,0.274,2.99991719680659e-10,"4","AL009174.1"
"TGIF1",8.04784218613356e-15,1.37268567305202,0.425,0.271,3.43964775035348e-10,"4","TGIF1"
"RPS151",8.76450866431471e-15,0.544268724706215,0.887,0.849,3.74595100312811e-10,"4","RPS15"
"RPL7AP30",9.31753693937147e-15,1.06191203445431,0.519,0.352,3.98231528788737e-10,"4","RPL7AP30"
"RPL37AP1",9.48245549840429e-15,1.41760942569454,0.371,0.215,4.05280148001799e-10,"4","RPL37AP1"
"WTAP",9.9025878648254e-15,1.09362990728803,0.765,0.635,4.23236605342638e-10,"4","WTAP"
"RPL6P27",9.93870734934706e-15,0.812687401895346,0.721,0.615,4.24780352111093e-10,"4","RPL6P27"
"MT-ATP8",1.00253948197172e-14,0.623902352171339,0.953,0.933,4.28485374594713e-10,"4","MT-ATP8"
"RPL13AP31",1.06811833853811e-14,1.06654369382656,0.432,0.271,4.56513777891188e-10,"4","RPL13AP3"
"RPL10P14",1.17687821072005e-14,0.737056802803369,0.58,0.428,5.02997747261751e-10,"4","RPL10P1"
"HSPE1P8",1.20331156826708e-14,1.65778994853742,0.268,0.13,5.14295364277351e-10,"4","HSPE1P8"
"PNO11",1.24039263555765e-14,1.91375514708363,0.251,0.125,5.30143812437339e-10,"4","PNO1"
"RPL23AP741",1.27144928979527e-14,1.29200136285525,0.448,0.285,5.434174264585e-10,"4","RPL23AP74"
"SRSF3",1.3235767684817e-14,0.971105817305985,0.716,0.646,5.65696710849079e-10,"4","SRSF3"
"RPL12P4",1.38917980635164e-14,0.848913037402062,0.657,0.513,5.9373544923469e-10,"4","RPL12P4"
"AC113935.11",1.5317576707513e-14,0.741617779774538,0.695,0.556,6.54673228479104e-10,"4","AC113935.1"
"WDR431",1.53635985739169e-14,1.77140701106567,0.385,0.226,6.56640203049209e-10,"4","WDR43"
"AC015911.1",1.62751556291054e-14,0.471373467778459,0.338,0.184,6.95600151587965e-10,"4","AC015911.1"
"RPF21",1.81172183317163e-14,1.56362896897632,0.258,0.126,7.74329911497554e-10,"4","RPF2"
"RPS2P52",1.86845472858474e-14,0.650525101736542,0.796,0.723,7.9857755099712e-10,"4","RPS2P5"
"AC133435.1",2.14598984072239e-14,0.91513762287089,0.474,0.306,9.1719605792475e-10,"4","AC133435.1"
"AC004453.12",2.17544397816729e-14,0.759152163575216,0.826,0.728,9.29784756268701e-10,"4","AC004453.1"
"RPS231",2.21333799331407e-14,0.646925088571695,0.873,0.81,9.45980658342434e-10,"4","RPS23"
"AL355472.1",2.26318191630655e-14,0.989640940311242,0.559,0.396,9.67283951029418e-10,"4","AL355472.1"
"RPL10P161",2.32148690675902e-14,0.447682488254245,0.866,0.798,9.92203503948803e-10,"4","RPL10P16"
"DCAF131",2.41460764471766e-14,1.24013350120847,0.282,0.144,1.03200330735233e-09,"4","DCAF13"
"RPL19P16",2.83730408103982e-14,1.56520735590454,0.345,0.19,1.21266376423642e-09,"4","RPL19P16"
"GNL32",3.10894675148603e-14,1.47758347761026,0.43,0.281,1.32876384158513e-09,"4","GNL3"
"SOX42",3.22225926045909e-14,0.995334716267341,0.383,0.226,1.37719360792021e-09,"4","SOX4"
"MTND2P281",3.35179851164775e-14,0.665655055933437,0.876,0.793,1.43255868387825e-09,"4","MTND2P28"
"RPS7P3",3.52246001079366e-14,0.907551878996759,0.469,0.305,1.50549940861321e-09,"4","RPS7P3"
"AC011979.11",4.31049813906763e-14,0.898981938044928,0.58,0.408,1.8423069046375e-09,"4","AC011979.1"
"AC008038.11",4.35970423693046e-14,0.856985731246332,0.676,0.572,1.86333759086408e-09,"4","AC008038.1"
"AC000089.11",4.78919361766609e-14,1.11706753453842,0.472,0.316,2.04690135219049e-09,"4","AC000089.1"
"AC097638.1",4.95465408521617e-14,1.26387289919703,0.362,0.203,2.11761915602139e-09,"4","AC097638.1"
"RPL13AP51",5.3373881675306e-14,0.393823380155644,0.913,0.854,2.28119970280258e-09,"4","RPL13AP5"
"SRSF61",6.03794610426181e-14,1.08544109841721,0.57,0.416,2.5806181649615e-09,"4","SRSF6"
"VAPA1",6.06385008632727e-14,1.04764322969081,0.599,0.468,2.59168952689627e-09,"4","VAPA"
"RPS23P2",6.25883327021018e-14,1.30197518210736,0.322,0.171,2.67502533968783e-09,"4","RPS23P2"
"AL591846.11",6.51412692358497e-14,1.27796786567864,0.707,0.549,2.78413784714022e-09,"4","AL591846.1"
"EEF1G1",7.03679220067902e-14,1.12323755923597,0.326,0.174,3.00752498657021e-09,"4","EEF1G"
"AL355802.11",7.1274335208993e-14,1.40577845502071,0.376,0.221,3.04626508683236e-09,"4","AL355802.1"
"RPS2P462",7.48453075619324e-14,0.764977675655515,0.721,0.618,3.19888844519699e-09,"4","RPS2P46"
"RBBP7",7.90010912628409e-14,1.7874901358176,0.331,0.2,3.37650664057382e-09,"4","RBBP7"
"AC007969.11",8.29877739239715e-14,0.625249889106964,0.857,0.789,3.54689745751054e-09,"4","AC007969.1"
"NPM1P61",9.05557707235933e-14,1.35105630135326,0.413,0.265,3.87035364072638e-09,"4","NPM1P6"
"AL121871.1",1.03348186151366e-13,1.63247517677948,0.322,0.178,4.41710147610937e-09,"4","AL121871.1"
"AC087343.11",1.11421304985208e-13,0.909038468696564,0.643,0.492,4.7621465750678e-09,"4","AC087343.1"
"AL109615.11",1.14684787229413e-13,0.700707102004764,0.31,0.168,4.90162780618512e-09,"4","AL109615.1"
"RPL34P271",1.36962660742905e-13,0.98758927212999,0.404,0.243,5.85378412015174e-09,"4","RPL34P27"
"RPS251",1.55390895604281e-13,0.418764455054964,0.934,0.856,6.64140687812695e-09,"4","RPS25"
"AC097658.12",1.71353731307314e-13,0.907393987212049,0.411,0.255,7.32365847607459e-09,"4","AC097658.1"
"DST2",1.76547522610308e-13,1.02894253860851,0.434,0.271,7.54564111636457e-09,"4","DST"
"RPL9P71",1.93803458526505e-13,0.479163263745383,0.603,0.453,8.28315981742281e-09,"4","RPL9P7"
"HSP90AB3P1",1.98934775371859e-13,0.608182210186774,0.702,0.635,8.50247229939327e-09,"4","HSP90AB3P"
"EIF1AX",2.68116142778263e-13,1.11234191942228,0.589,0.443,1.1459283942343e-08,"4","EIF1AX"
"BEX31",2.82483520726894e-13,0.992433368217117,0.371,0.221,1.20733456758675e-08,"4","BEX3"
"NACA3P1",3.18610897723586e-13,1.33885026387179,0.455,0.301,1.36174297687061e-08,"4","NACA3P"
"RPS4XP13",3.21098883481287e-13,0.871289713584599,0.289,0.149,1.37237662799902e-08,"4","RPS4XP13"
"RSL1D1",3.35706382189316e-13,1.31313651228037,0.479,0.348,1.43480907747713e-08,"4","RSL1D1"
"RPL141",3.39354365265017e-13,0.735195157387456,0.775,0.72,1.45040055714268e-08,"4","RPL14"
"AL049873.11",3.48636486113105e-13,0.879795925713669,0.606,0.447,1.49007234164741e-08,"4","AL049873.1"
"COX6A1",3.7954694843741e-13,0.566290579857646,0.662,0.536,1.62218365762149e-08,"4","COX6A1"
"AC016700.2",3.8532539067917e-13,0.748488294931446,0.254,0.126,1.64688071976277e-08,"4","AC016700.2"
"RPL9P32",4.09074099370919e-13,0.318757715045012,0.434,0.277,1.74838270071131e-08,"4","RPL9P32"
"AC018868.12",4.31572736572048e-13,0.564100760329253,0.427,0.267,1.84454187610893e-08,"4","AC018868.1"
"HSPE1P3",4.35587557700251e-13,1.55796061050561,0.394,0.242,1.86170122161087e-08,"4","HSPE1P3"
"HNRNPA1P71",4.48827079166179e-13,1.40589589525702,0.329,0.189,1.91828693635625e-08,"4","HNRNPA1P7"
"RPS4X1",4.90648560085498e-13,0.587636153294139,0.789,0.729,2.09703194580542e-08,"4","RPS4X"
"MT-ND4L1",5.07171552611443e-13,0.44181679510879,0.908,0.874,2.16765121586131e-08,"4","MT-ND4L"
"PPIAP311",5.4164690205594e-13,0.873712201573624,0.495,0.324,2.31499885938709e-08,"4","PPIAP31"
"SSB",5.49821663427582e-13,0.965136798512668,0.481,0.338,2.34993778948948e-08,"4","SSB"
"AL080243.2",5.60595300481272e-13,0.923955105335779,0.573,0.431,2.39598431425696e-08,"4","AL080243.2"
"RPL351",6.14487975904528e-13,0.683748658565181,0.829,0.795,2.62632160901595e-08,"4","RPL35"
"LDLR2",6.1489903401181e-13,1.09340284548949,0.338,0.194,2.62807847136648e-08,"4","LDLR"
"NPM1P27",6.53192631630535e-13,0.776500677596855,0.617,0.487,2.79174530758891e-08,"4","NPM1P27"
"AC007683.1",6.61673420535124e-13,1.03645337031176,0.488,0.332,2.82799219936712e-08,"4","AC007683.1"
"RPL26P37",7.45451142394122e-13,1.32289910818351,0.272,0.14,3.18605818259248e-08,"4","RPL26P37"
"RPL12P38",7.87300729208738e-13,3.44153806505261,0.322,0.179,3.36492331663815e-08,"4","RPL12P38"
"RBM8A",8.90426361628815e-13,0.740275333109333,0.617,0.498,3.80568226960156e-08,"4","RBM8A"
"MTND1P23",9.424250355991e-13,0.568526032991442,0.864,0.732,4.02792460215055e-08,"4","MTND1P23"
"RPL231",1.03843887123064e-12,0.564817240323993,0.939,0.905,4.43828773563974e-08,"4","RPL23"
"PPIAP111",1.09608566387776e-12,0.990670177297561,0.469,0.312,4.68467012741357e-08,"4","PPIAP11"
"AC106872.21",1.10931489230711e-12,0.77353666155943,0.425,0.264,4.7412118497206e-08,"4","AC106872.2"
"AC005840.1",1.15423734355549e-12,1.4089187540063,0.324,0.184,4.93321040635616e-08,"4","AC005840.1"
"AL031727.1",1.27126306299269e-12,1.36075804260676,0.643,0.495,5.43337833123075e-08,"4","AL031727.1"
"RPL29P12",1.32333927990227e-12,1.46495609770158,0.261,0.135,5.6559520823023e-08,"4","RPL29P12"
"AC099336.21",1.4684883172227e-12,0.68499875250945,0.709,0.544,6.27631906780982e-08,"4","AC099336.2"
"RPS23P81",1.53939472718831e-12,0.635325734892767,0.803,0.684,6.57937306400285e-08,"4","RPS23P8"
"RPS271",1.62309585019738e-12,0.438214270912088,0.965,0.958,6.93711166374361e-08,"4","RPS27"
"SLC4A71",1.7123173933105e-12,1.14968524946541,0.326,0.186,7.31844453900909e-08,"4","SLC4A7"
"RPL371",1.7997689443827e-12,0.778312141421384,0.897,0.838,7.69221246829168e-08,"4","RPL37"
"HNRNPA11",1.89439036449845e-12,0.845861518024944,0.711,0.63,8.09662441786636e-08,"4","HNRNPA1"
"RPL35P5",2.17579175057456e-12,0.838413793816238,0.631,0.482,9.29933394195567e-08,"4","RPL35P5"
"RACK11",2.2003981079627e-12,0.621754885760471,0.775,0.722,9.40450151343258e-08,"4","RACK1"
"RPS19P12",2.24700376127918e-12,0.465231798380041,0.521,0.363,9.60369407570722e-08,"4","RPS19P1"
"RPS7P101",2.39216649606365e-12,1.25174282262908,0.516,0.364,1.0224119604176e-07,"4","RPS7P10"
"RBMX1",2.60518253019296e-12,1.15390916455814,0.624,0.473,1.11345501340447e-07,"4","RBMX"
"AP003352.11",2.65738561621285e-12,0.618705923485618,0.484,0.316,1.13576661236937e-07,"4","AP003352.1"
"RPL31P49",3.06365717608431e-12,1.3618498935441,0.338,0.191,1.30940707705843e-07,"4","RPL31P49"
"HNRNPA1P41",3.10516598071399e-12,0.851103988488797,0.34,0.195,1.32714794015716e-07,"4","HNRNPA1P4"
"NPM1P39",3.29236502964238e-12,1.55799064237764,0.284,0.157,1.40715681366915e-07,"4","NPM1P39"
"TFAM",3.54160063334835e-12,1.39744947934881,0.256,0.133,1.51368011069308e-07,"4","TFAM"
"PNRC2P11",3.73032857879976e-12,1.77827609770686,0.286,0.162,1.59434243457902e-07,"4","PNRC2P1"
"ANKRD10",4.09723156782531e-12,1.21944338835224,0.577,0.449,1.75115677208854e-07,"4","ANKRD10"
"AL590867.21",4.1111666306397e-12,0.553616944712047,0.782,0.691,1.75711261793541e-07,"4","AL590867.2"
"MTND4P12",4.32060540462995e-12,0.625932156487371,0.843,0.711,1.84662674993884e-07,"4","MTND4P12"
"AC020916.11",4.63398414971881e-12,1.20671559862112,0.495,0.346,1.98056482558982e-07,"4","AC020916.1"
"RPL7A",5.50300893210479e-12,0.553658688380518,0.768,0.681,2.35198601758159e-07,"4","RPL7A"
"RPS10P3",5.71849188801642e-12,1.05510251808166,0.479,0.319,2.44408343293822e-07,"4","RPS10P3"
"AL590556.11",6.06540392504516e-12,1.01519814507698,0.462,0.312,2.5923536375643e-07,"4","AL590556.1"
"EIF3C",6.24775454266009e-12,1.46916309534167,0.3,0.174,2.67029029153292e-07,"4","EIF3C"
"PPIA1",6.34878144507933e-12,0.610709698952487,0.791,0.724,2.7134691896269e-07,"4","PPIA"
"YWHAQ",6.78141130964063e-12,1.07811572669175,0.535,0.421,2.8983751937404e-07,"4","YWHAQ"
"RPL7AP111",6.91777023121976e-12,0.814930053263331,0.444,0.287,2.95665499682333e-07,"4","RPL7AP11"
"RPL362",7.43747215799714e-12,0.574327631931968,0.85,0.793,3.17877560032798e-07,"4","RPL36"
"HNRNPA1P102",7.86369878245371e-12,1.1343776548324,0.432,0.292,3.36094485962072e-07,"4","HNRNPA1P10"
"RPS211",8.53563665955424e-12,0.577627925236291,0.772,0.697,3.64813110829348e-07,"4","RPS21"
"AC024293.1",8.75651063382014e-12,0.716738551879764,0.643,0.508,3.74253264489473e-07,"4","AC024293.1"
"AC104563.11",1.07871379330362e-11,0.662778817011816,0.674,0.543,4.61042275257968e-07,"4","AC104563.1"
"RPL37P232",1.11120675086086e-11,1.20019823237129,0.538,0.402,4.7492976531793e-07,"4","RPL37P23"
"FO393411.1",1.151049013895e-11,0.647120473782261,0.58,0.453,4.91958348538722e-07,"4","FO393411.1"
"RPL29P111",1.20541455494393e-11,0.727904753777588,0.582,0.435,5.15194180783035e-07,"4","RPL29P11"
"MDM4",1.22590097505413e-11,1.09246566975308,0.453,0.31,5.23950076738136e-07,"4","MDM4"
"RPL18AP31",1.22698426125907e-11,0.289357681372698,0.887,0.823,5.24413073262127e-07,"4","RPL18AP3"
"RPS121",1.26970460798538e-11,0.525756832850363,0.838,0.775,5.42671749452949e-07,"4","RPS12"
"RPS210",1.4024963565578e-11,0.524183473919632,0.84,0.806,5.99426942792805e-07,"4","RPS2"
"AC006122.1",1.40780756508716e-11,1.13107521930269,0.491,0.338,6.01696953318252e-07,"4","AC006122.1"
"PPIAP402",1.63256379671297e-11,0.615175760238468,0.347,0.21,6.97757766715122e-07,"4","PPIAP40"
"RPL17P341",1.72007459700018e-11,2.50619926001893,0.373,0.225,7.35159882757877e-07,"4","RPL17P34"
"RPL131",2.01597084559325e-11,0.497908144120967,0.871,0.836,8.61625939406554e-07,"4","RPL13"
"RPL21P1193",2.04234375879845e-11,0.479553937337262,0.631,0.492,8.72897722510457e-07,"4","RPL21P119"
"BX679664.11",2.17132360299278e-11,0.688081349980818,0.8,0.698,9.28023707919113e-07,"4","BX679664.1"
"IFITM32",2.32760089847528e-11,0.351779168410363,0.913,0.814,9.94816624008335e-07,"4","IFITM3"
"RPL24P2",2.38351074199687e-11,0.590216775706748,0.263,0.136,1.01871249112946e-06,"4","RPL24P2"
"RPS71",2.48060528763012e-11,0.717223348183762,0.8,0.74,1.06021069993311e-06,"4","RPS7"
"RPL17P361",2.51543225102441e-11,0.657240595871646,0.378,0.231,1.07509574408783e-06,"4","RPL17P36"
"AC064799.11",2.59843370954384e-11,0.784903970291829,0.521,0.365,1.11057056745904e-06,"4","AC064799.1"
"RHOA",2.6042972717694e-11,0.978432317724884,0.709,0.636,1.11307665395424e-06,"4","RHOA"
"USP121",2.66344890065165e-11,1.46705242167651,0.275,0.152,1.13835806013851e-06,"4","USP12"
"AF279873.1",2.81153649446064e-11,0.902143779962297,0.303,0.174,1.20165069773248e-06,"4","AF279873.1"
"YWHAZP2",2.9421714486201e-11,0.877262008844117,0.289,0.16,1.25748407714023e-06,"4","YWHAZP2"
"YWHAZP32",3.5312368301638e-11,0.747785787836519,0.453,0.312,1.50925062121201e-06,"4","YWHAZP3"
"RPS2P71",3.67647937270176e-11,1.27608629585047,0.329,0.198,1.57132728389273e-06,"4","RPS2P7"
"AL049872.11",3.69862609346742e-11,0.709449744900051,0.432,0.279,1.58079279234798e-06,"4","AL049872.1"
"CBWD1",4.05146408794827e-11,1.6539868919388,0.333,0.199,1.73159575118909e-06,"4","CBWD1"
"HSPA8P1",4.18498386768118e-11,0.861978671675855,0.383,0.242,1.78866210504693e-06,"4","HSPA8P1"
"AC023906.1",4.43990371754786e-11,0.437235246361934,0.343,0.203,1.89761484887996e-06,"4","AC023906.1"
"PALLD1",4.64667245994502e-11,1.10143625661751,0.289,0.161,1.9859878093805e-06,"4","PALLD"
"RPL23P81",4.81604742023293e-11,0.911771153153878,0.5,0.366,2.05837866740755e-06,"4","RPL23P8"
"AC092017.22",4.90104052247144e-11,0.706901104532522,0.533,0.375,2.09470471930429e-06,"4","AC092017.2"
"RPL10P15",5.02973389683416e-11,0.533111612185527,0.582,0.424,2.14970826750692e-06,"4","RPL10P15"
"CLIP1",5.87097815311049e-11,1.6204615550636,0.336,0.214,2.50925606263942e-06,"4","CLIP1"
"UBE3A",6.04280699511475e-11,1.31172413019836,0.277,0.156,2.58269570971204e-06,"4","UBE3A"
"UBE2D3P11",6.17611660680132e-11,1.05437591967389,0.425,0.296,2.63967223774688e-06,"4","UBE2D3P1"
"NRIP1",6.61225103702906e-11,2.17689516563529,0.258,0.143,2.82607609322622e-06,"4","NRIP1"
"RPL13AP61",6.64123808213594e-11,1.09890360423811,0.406,0.258,2.8384651563049e-06,"4","RPL13AP6"
"HNRNPA1P48",6.84416283648332e-11,0.972762658473218,0.573,0.466,2.92519519631297e-06,"4","HNRNPA1P48"
"NFIC1",6.94199717976135e-11,0.833615269201346,0.373,0.234,2.96700959463e-06,"4","NFIC"
"RPL171",7.19857953956689e-11,0.554997782324229,0.791,0.7,3.07667289521089e-06,"4","RPL17"
"RPS27P291",7.26889966207723e-11,0.840134737276181,0.481,0.332,3.10672771557181e-06,"4","RPS27P29"
"RPS27AP111",7.36516459947965e-11,1.68561516370706,0.406,0.261,3.1478713498176e-06,"4","RPS27AP11"
"AL627402.11",7.47435714583779e-11,1.66469099516966,0.322,0.191,3.19454024413107e-06,"4","AL627402.1"
"ESF1",7.96074450637991e-11,1.28231912060191,0.261,0.146,3.40242220202677e-06,"4","ESF1"
"MT-TP1",7.99429409775557e-11,0.295401452362453,0.556,0.398,3.41676129738073e-06,"4","MT-TP"
"AC099560.21",9.40355430500016e-11,0.474861112247792,0.829,0.726,4.01907910995707e-06,"4","AC099560.2"
"Z74021.1",9.43125135364788e-11,0.812162011301578,0.505,0.358,4.0309168285491e-06,"4","Z74021.1"
"AC144530.1",1.05236813413449e-10,0.433916719299446,0.413,0.279,4.49782140529082e-06,"4","AC144530.1"
"RPL15P14",1.0999630544904e-10,1.19821918222905,0.338,0.207,4.70124209489198e-06,"4","RPL15P14"
"AC010677.1",1.11755581573907e-10,0.981040237937008,0.256,0.136,4.77643355646876e-06,"4","AC010677.1"
"HSP90AB2P1",1.16558145572316e-10,0.966564593730515,0.376,0.235,4.9816951417608e-06,"4","HSP90AB2P"
"MT-ND4",1.19945859513418e-10,0.404665346281896,0.979,0.948,5.12648603560348e-06,"4","MT-ND4"
"STMN11",1.41175861806917e-10,1.06228346892288,0.279,0.159,6.03385633362764e-06,"4","STMN1"
"RPL37P21",1.47931448287961e-10,0.923271334132772,0.582,0.449,6.32259009982746e-06,"4","RPL37P2"
"AC125807.11",1.51915682244304e-10,1.10916299003712,0.427,0.296,6.49287625912157e-06,"4","AC125807.1"
"HSPE1P2",1.68631190713721e-10,1.70469722378501,0.477,0.335,7.20729709110445e-06,"4","HSPE1P2"
"MTND4LP30",1.81873289725214e-10,0.862761687688149,0.502,0.35,7.77326440285567e-06,"4","MTND4LP30"
"TXNL1",1.86224666540879e-10,1.53247371714933,0.326,0.207,7.95924224795718e-06,"4","TXNL1"
"AL139095.21",1.90782100162563e-10,0.727603169369354,0.549,0.399,8.15402696094795e-06,"4","AL139095.2"
"SKIL1",2.0363221814657e-10,1.05267222026879,0.531,0.384,8.70324100358441e-06,"4","SKIL"
"RPL381",2.07459657260286e-10,0.563764780059325,0.829,0.76,8.86682575130461e-06,"4","RPL38"
"AC005912.11",2.08082495668024e-10,0.367237772102461,0.941,0.871,8.89344586485133e-06,"4","AC005912.1"
"AC116049.12",2.32061176653522e-10,0.754899316040464,0.519,0.364,9.91829469017152e-06,"4","AC116049.1"
"NPM12",2.41405056111961e-10,0.954625341706942,0.674,0.637,1.03176520982252e-05,"4","NPM1"
"AC011497.22",2.88111453695786e-10,0.626568644417374,0.354,0.225,1.23138835309579e-05,"4","AC011497.2"
"AC114728.1",3.07722336777248e-10,1.04148081354989,0.298,0.178,1.31520526738596e-05,"4","AC114728.1"
"NXT11",3.22240789845103e-10,1.10202832341942,0.289,0.175,1.37725713579797e-05,"4","NXT1"
"CCT21",3.54906252673928e-10,1.44517995557555,0.406,0.308,1.51686932392837e-05,"4","CCT2"
"RPS27AP12",3.87615277876529e-10,1.12632469664357,0.333,0.204,1.65666769764428e-05,"4","RPS27AP1"
"AC026403.11",4.29912164506893e-10,0.886446167234858,0.488,0.34,1.83744459110246e-05,"4","AC026403.1"
"H3F3C",4.37417836107866e-10,0.598462867242438,0.707,0.603,1.86952383152502e-05,"4","H3F3C"
"KCNQ1OT11",4.38837161161706e-10,1.70476271484165,0.296,0.175,1.87559002680513e-05,"4","KCNQ1OT1"
"RPS4XP11",4.48313600315466e-10,1.18950433893779,0.258,0.14,1.9160923277483e-05,"4","RPS4XP11"
"RPL21P751",4.56138155876706e-10,0.532994674621524,0.838,0.733,1.94953447821704e-05,"4","RPL21P75"
"DUSP11",4.57760943439721e-10,0.620908118008023,0.758,0.707,1.95647027226137e-05,"4","DUSP1"
"AC002075.21",4.62967757745336e-10,0.558664391667507,0.723,0.615,1.97872419660357e-05,"4","AC002075.2"
"NOTCH21",5.27230551581263e-10,1.36813876118703,0.333,0.21,2.25338337745832e-05,"4","NOTCH2"
"AC044787.11",5.52506663019029e-10,0.789071698981512,0.326,0.199,2.36141347774333e-05,"4","AC044787.1"
"NDUFA4",6.11356671322993e-10,0.713432481649696,0.624,0.506,2.61293841323447e-05,"4","NDUFA4"
"GAS51",6.66334600587132e-10,0.883834479149718,0.594,0.472,2.8479140829094e-05,"4","GAS5"
"BCCIP",6.83023334465209e-10,1.71876172565785,0.331,0.208,2.9192417315043e-05,"4","BCCIP"
"RPL7AP501",7.23306794597698e-10,0.654449166152269,0.446,0.305,3.09141324011056e-05,"4","RPL7AP50"
"RPLP11",7.54445098013638e-10,0.390616139727614,0.923,0.925,3.22449834891029e-05,"4","RPLP1"
"AC131235.11",7.6033391191807e-10,0.319417644548983,0.641,0.518,3.24966713953783e-05,"4","AC131235.1"
"CORO1C1",7.63457798102146e-10,1.55111320624952,0.322,0.206,3.26301862908857e-05,"4","CORO1C"
"MARCH6",7.96635566630898e-10,0.807958271587161,0.585,0.456,3.40482041178046e-05,"4","MARCH6"
"AC016739.11",8.11848474251999e-10,0.936611078477719,0.836,0.8,3.46984037895304e-05,"4","AC016739.1"
"PUM31",8.452001993971e-10,1.59746066411241,0.251,0.145,3.6123856522232e-05,"4","PUM3"
"BX248409.11",9.56303297041762e-10,1.45692958950366,0.322,0.194,4.08724029155649e-05,"4","BX248409.1"
"MT-TE1",9.63153530306498e-10,1.0788267819457,0.343,0.216,4.11651818852997e-05,"4","MT-TE"
"CACUL11",1.01174267073264e-09,1.51454867841306,0.322,0.208,4.32418817471131e-05,"4","CACUL1"
"CHP1",1.09325796501922e-09,0.720659745677707,0.582,0.448,4.67258454249215e-05,"4","CHP1"
"IFITM9P2",1.11761381410571e-09,0.665302336556462,0.315,0.191,4.7766814414878e-05,"4","IFITM9P"
"RPL27A1",1.19269451345793e-09,0.434277106243822,0.876,0.832,5.09757635051917e-05,"4","RPL27A"
"PTMAP81",1.47824844148014e-09,1.01562296147921,0.38,0.244,6.31803383888612e-05,"4","PTMAP8"
"RBM391",1.7427058124958e-09,0.636346952269666,0.808,0.736,7.44832464260704e-05,"4","RBM39"
"RPL18AP16",1.74708981628696e-09,1.01510214734433,0.296,0.172,7.46706187481046e-05,"4","RPL18AP16"
