"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TUBA1B",3.7201762512461e-38,0.853125903234547,0.765,0.467,1.59000332978258e-33,"2","TUBA1B"
"PSMB8",4.44098706111821e-38,1.10018780508686,0.364,0.124,1.89807786992193e-33,"2","PSMB8"
"LEPROT1",7.30544737410829e-38,0.627512780986394,0.696,0.352,3.12234820769388e-33,"2","LEPROT"
"YWHAE",1.0088881482989e-37,0.737212138401873,0.665,0.34,4.31198794582951e-33,"2","YWHAE"
"B4GALT3",1.22248538296239e-37,1.36604597534016,0.268,0.075,5.22490252678126e-33,"2","B4GALT3"
"HPCAL1",1.4255257047794e-37,1.16217195720585,0.268,0.075,6.09269686222718e-33,"2","HPCAL1"
"PPA1",2.052488340419e-37,0.92103657433758,0.519,0.232,8.77233516695082e-33,"2","PPA1"
"PMP221",2.12974859513939e-37,0.570730599326132,0.752,0.391,9.10254549562574e-33,"2","PMP22"
"VMP1",2.40736496105605e-37,0.829122946308521,0.703,0.39,1.02890778435536e-32,"2","VMP1"
"FABP5P2",2.50856086877339e-37,0.806725178004794,0.286,0.083,1.07215891531375e-32,"2","FABP5P2"
"TNFAIP31",2.95608757417714e-37,0.430821259000953,0.621,0.297,1.26343182920331e-32,"2","TNFAIP3"
"AK2",6.08229327510452e-37,1.09124843733395,0.373,0.135,2.59957214577967e-32,"2","AK2"
"HSP90AB3P",7.13297535771007e-37,1.02596393844726,0.885,0.609,3.04863366788528e-32,"2","HSP90AB3P"
"UBE2D3",7.28400203883679e-37,0.713831725989167,0.925,0.664,3.11318247139884e-32,"2","UBE2D3"
"BNIP2",8.82274541944828e-37,0.500044596370699,0.548,0.246,3.77084139227219e-32,"2","BNIP2"
"SOD21",1.1852240941294e-36,0.416275956201132,0.925,0.579,5.06564777830905e-32,"2","SOD2"
"MIDN",1.52168633160957e-36,0.343046549723759,0.887,0.544,6.50368738129932e-32,"2","MIDN"
"STAT3",1.7873723234024e-36,0.646963467106595,0.716,0.389,7.63922931022186e-32,"2","STAT3"
"DTX3L",2.02417678171246e-36,0.988284151537092,0.333,0.11,8.65133156503906e-32,"2","DTX3L"
"IRF11",2.12370580477974e-36,0.708193068386212,0.741,0.407,9.0767186096286e-32,"2","IRF1"
"SLC3A2",5.12554153890186e-36,0.997184840263593,0.55,0.265,2.19065645372665e-31,"2","SLC3A2"
"DIS31",7.03572222017453e-36,1.20734846597045,0.41,0.16,3.00706767690259e-31,"2","DIS3"
"TAGLN21",8.24101076415371e-36,0.663257800058459,0.834,0.541,3.5222080005993e-31,"2","TAGLN2"
"BAIAP2",8.7662230610783e-36,1.43199123420425,0.255,0.072,3.74668373630486e-31,"2","BAIAP2"
"TGFBR31",1.66323161737923e-35,0.417981053640246,0.725,0.361,7.10865193267882e-31,"2","TGFBR3"
"EEF2",2.23915707479211e-35,0.798070609716691,0.814,0.518,9.57015733766148e-31,"2","EEF2"
"NME2",2.90143688893226e-35,0.805088466190459,0.55,0.258,1.24007412632965e-30,"2","NME2"
"PELI1",5.51602882949656e-35,0.539167971660336,0.441,0.183,2.35755072172683e-30,"2","PELI1"
"GADD45A",7.25246036630898e-35,0.933396875422699,0.499,0.226,3.09970156056046e-30,"2","GADD45A"
"IFI44",7.57782921109431e-35,1.52929425659994,0.284,0.089,3.23876420482171e-30,"2","IFI44"
"DDX3X",1.1152237670807e-34,0.470268016970634,0.902,0.624,4.76646638050289e-30,"2","DDX3X"
"FNIP2",1.29627057471442e-34,1.00132523251105,0.35,0.124,5.54026043632943e-30,"2","FNIP2"
"AC243960.2",3.15052173481868e-34,1.21544864834626,0.375,0.138,1.3465329894615e-29,"2","AC243960.2"
"APP",4.23983921123153e-34,0.959807096906705,0.426,0.179,1.81210727888036e-29,"2","APP"
"ITGA5",7.40358037177528e-34,0.873803645935765,0.468,0.206,3.16429025089675e-29,"2","ITGA5"
"RPL33",7.67431812358293e-34,0.611804701591742,0.967,0.789,3.28000356601935e-29,"2","RPL3"
"CD40",8.2695668752007e-34,1.24788752351223,0.282,0.087,3.53441288246078e-29,"2","CD40"
"ENO1",1.00160708799612e-33,0.743631170191273,0.734,0.432,4.2808686940954e-29,"2","ENO1"
"HIBCH",1.01480802527054e-33,0.85971031506411,0.275,0.083,4.33728950000629e-29,"2","HIBCH"
"CCT8",2.2469435879704e-33,0.531413442600443,0.537,0.247,9.6034368949855e-29,"2","CCT8"
"HNRNPF",3.08036818248444e-33,0.456201182850304,0.654,0.324,1.31654936119385e-28,"2","HNRNPF"
"MACF1",4.11912941538041e-33,0.257862901307751,0.585,0.283,1.76051591213359e-28,"2","MACF1"
"ETV6",6.27102456233469e-33,1.1488564732114,0.346,0.128,2.68023589794185e-28,"2","ETV6"
"DHX15",6.5971766630262e-33,0.927731970534501,0.452,0.2,2.8196333057774e-28,"2","DHX15"
"SLC1A51",6.94328597076574e-33,1.35952733277447,0.381,0.155,2.96756042390528e-28,"2","SLC1A5"
"HSPB1",7.22209755365318e-33,0.51182631163014,0.933,0.674,3.08672449443137e-28,"2","HSPB1"
"GRN",1.13078611633539e-32,0.779459938863648,0.519,0.243,4.83297986121747e-28,"2","GRN"
"LIMS1",1.48527002481394e-32,1.09485075120761,0.468,0.215,6.3480440860548e-28,"2","LIMS1"
"ETS11",1.63070878583004e-32,0.562409951107909,0.463,0.204,6.96964935063759e-28,"2","ETS1"
"AC007319.1",1.69881466706936e-32,1.52587310330693,0.259,0.081,7.26073388705444e-28,"2","AC007319.1"
"SLC29A1",1.71423761777562e-32,1.12798222732488,0.257,0.078,7.32665157837302e-28,"2","SLC29A1"
"GAS5",1.93452413075339e-32,0.502178761043657,0.767,0.447,8.26815613483999e-28,"2","GAS5"
"AC023157.1",2.08636793427225e-32,0.761192831355407,0.659,0.371,8.9171365510796e-28,"2","AC023157.1"
"CCT2",2.63235329998079e-32,0.638767973237998,0.574,0.284,1.12506780041179e-27,"2","CCT2"
"CHORDC1",2.97026092414926e-32,0.636821211482325,0.461,0.202,1.26948951898139e-27,"2","CHORDC1"
"SNHG17",3.21140038068062e-32,1.31074104365528,0.286,0.094,1.3725525227029e-27,"2","SNHG17"
"MRPL32",3.8944101350443e-32,0.703741842997267,0.443,0.19,1.66447089171793e-27,"2","MRPL32"
"ELOCP2",4.49735083170741e-32,1.00991636158127,0.428,0.186,1.92216774547175e-27,"2","ELOCP2"
"TMEM219",4.69161150113339e-32,1.07203115933852,0.392,0.162,2.00519475558441e-27,"2","TMEM219"
"ZNFX1",4.70796971044813e-32,0.640610488350207,0.437,0.188,2.01218625424553e-27,"2","ZNFX1"
"CAMSAP2",5.12969647827233e-32,1.03705968746241,0.275,0.088,2.19243227481359e-27,"2","CAMSAP2"
"PLSCR41",5.15655930237832e-32,1.0852172957208,0.326,0.117,2.20391344583649e-27,"2","PLSCR4"
"RNF1251",5.20803104369468e-32,0.582764673931761,0.302,0.1,2.22591246807511e-27,"2","RNF125"
"CCT6A",6.56390073647073e-32,0.429529929360045,0.603,0.295,2.80541117476759e-27,"2","CCT6A"
"SLFN5",7.9233458323748e-32,1.09922246388121,0.306,0.107,3.38643800875699e-27,"2","SLFN5"
"SERBP1",1.80862184878741e-31,0.417087984620376,0.716,0.415,7.73004978171739e-27,"2","SERBP1"
"RALB",2.61290307113951e-31,0.835866661934464,0.29,0.095,1.11675477260503e-26,"2","RALB"
"NASP1",2.99414628273194e-31,0.648483597468585,0.588,0.299,1.27969812123963e-26,"2","NASP"
"DNTTIP21",3.18741798712521e-31,0.269577660402014,0.694,0.362,1.36230244769732e-26,"2","DNTTIP2"
"NPC2",3.24097789129123e-31,0.421914017769528,0.65,0.333,1.38519395073787e-26,"2","NPC2"
"TMSB4XP11",3.42890029704119e-31,0.590513665754307,0.867,0.626,1.4655119869554e-26,"2","TMSB4XP1"
"RAP1B",3.53856793642284e-31,0.564808436705938,0.763,0.445,1.51238393602712e-26,"2","RAP1B"
"POLR1C",4.54690424241544e-31,0.893554665116839,0.322,0.115,1.94334687320836e-26,"2","POLR1C"
"EIF3E",5.81873939072064e-31,0.43781806713553,0.672,0.375,2.486929215594e-26,"2","EIF3E"
"RPL8",6.76912548590933e-31,0.569355245189142,0.887,0.673,2.89312423267765e-26,"2","RPL8"
"EIF3I",9.30818848936802e-31,0.70635353392287,0.634,0.35,3.97831976035589e-26,"2","EIF3I"
"NBDY",1.06454178431467e-30,0.618886596095826,0.388,0.153,4.54985158616089e-26,"2","NBDY"
"DCAF13",1.51680215995442e-30,0.434612067712934,0.35,0.133,6.4828124316452e-26,"2","DCAF13"
"CLEC3B",1.92571545687085e-30,0.634404524867893,0.293,0.098,8.230507862666e-26,"2","CLEC3B"
"C4orf3",2.23365794935614e-30,0.566935117161462,0.632,0.339,9.54665407554814e-26,"2","C4orf3"
"STIM2",2.23534682345447e-30,1.01619020349685,0.262,0.082,9.55387232344443e-26,"2","STIM2"
"CCDC32",3.59988832851827e-30,1.23779849235915,0.282,0.096,1.53859227160871e-25,"2","CCDC32"
"PROS11",3.84359732181905e-30,0.659482498554267,0.386,0.157,1.64275349534546e-25,"2","PROS1"
"AC116049.1",3.85881904874483e-30,1.2701870134531,0.608,0.351,1.64925926143354e-25,"2","AC116049.1"
"SAV11",7.48117258919427e-30,1.64764520097488,0.353,0.144,3.19745316462163e-25,"2","SAV1"
"PIM3",9.48871813743992e-30,0.89840102708126,0.326,0.123,4.05547813194182e-25,"2","PIM3"
"CARD8",1.36117081395756e-29,0.459985832539519,0.355,0.138,5.8176440588546e-25,"2","CARD8"
"CCT4",1.47704337843919e-29,0.476494211626726,0.61,0.317,6.31288339944908e-25,"2","CCT4"
"DNAJB11",1.89210176928272e-29,0.443312303911272,0.909,0.702,8.08684296191433e-25,"2","DNAJB1"
"TXNDC12",2.34739738788417e-29,0.931705857305772,0.375,0.153,1.00327764358169e-24,"2","TXNDC12"
"LINC00674",2.43633189646828e-29,1.13170866072481,0.297,0.105,1.04128825255054e-24,"2","LINC00674"
"C14orf119",2.51653782458029e-29,1.05351432215068,0.353,0.14,1.07556826622561e-24,"2","C14orf119"
"EEF1A1P51",3.39349154510001e-29,0.492750490045226,0.98,0.863,1.45037828637574e-24,"2","EEF1A1P5"
"ENY2",4.47308536993335e-29,0.452497304592442,0.61,0.312,1.91179668710951e-24,"2","ENY2"
"AHNAK",4.93664408036571e-29,0.532708394554181,0.812,0.518,2.1099216799483e-24,"2","AHNAK"
"ITPRIP",6.79555017205749e-29,0.925814766934326,0.299,0.107,2.90441814353737e-24,"2","ITPRIP"
"ADAR",6.82744254584529e-29,0.597994168038186,0.41,0.175,2.91804894409428e-24,"2","ADAR"
"LARP4",6.99628448722083e-29,1.01529134579439,0.31,0.114,2.99021198983818e-24,"2","LARP4"
"IFI6",7.21836500635867e-29,0.919712082063293,0.35,0.142,3.0851292037177e-24,"2","IFI6"
"JMJD1C",9.55601873231031e-29,0.414261846282376,0.692,0.395,4.08424240618943e-24,"2","JMJD1C"
"ERVK3-1",9.58595292908977e-29,0.702486240940001,0.375,0.155,4.09703628189297e-24,"2","ERVK3-1"
"FP671120.5",1.11369426823303e-28,0.498221368167194,0.94,0.83,4.75992930242798e-24,"2","FP671120.5"
"ATN1",1.17501144696175e-28,1.01441185063102,0.313,0.117,5.02199892431453e-24,"2","ATN1"
"BSG",1.18331600072663e-28,0.70222739988647,0.539,0.272,5.05749258710563e-24,"2","BSG"
"CCND3",1.22003093843577e-28,0.927017190667385,0.33,0.127,5.21441223087448e-24,"2","CCND3"
"PSME2",1.2576948431622e-28,0.260952671729102,0.432,0.183,5.37538775967524e-24,"2","PSME2"
"PDCD6IP",1.30268143455571e-28,0.652944940898769,0.404,0.175,5.56766045129111e-24,"2","PDCD6IP"
